P,Sex,Age,Bigram_Frequency,Conc_initial,Conc_trailing,Freq_initial,Freq_trailing,Group,Initial,LR_Diversity,Letters_initial,Letters_ttrailing,POS_initial,POS_trailing,Phonemes_initial,Phonemes_trailing,Syll_initial,Syll_trailing,Trailing,W_NW,accuracy,correct,correct_response,response_time
16,1,22,,,,,,0,spent,0,5,5,,,,,,,godos,nw,90.32258065,1,[nonword_response],815
16,1,22,10,2.22,2.31,9.91,57.8,2,enforced,11,8,7,Verb,Noun,7,6,2,2,absence,w,90.37433155,1,[word_response],1420
16,1,22,508,2.71,4.9,73.75,57.39,1,credit,109,6,4,Noun,Noun,6,4,2,1,card,w,90.42553191,1,[word_response],694
16,1,22,,,,,,0,rethinks,0,8,6,,,,,,,acecpt,nw,90.47619048,1,[nonword_response],1164
16,1,22,,,,,,0,bloody,0,6,4,,,,,,,hlel,nw,90.52631579,1,[nonword_response],817
16,1,22,,,,,,0,case,0,4,5,,,,,,,unoin,nw,90.57591623,1,[nonword_response],1058
16,1,22,5568,2.04,4.72,1421.4,353.52,1,other,1749,5,4,Adjective,Noun,3,4,2,1,hand,w,90.625,1,[word_response],667
16,1,22,,,,,,0,slug,0,4,6,,,,,,,acecss,nw,90.67357513,1,[nonword_response],962
16,1,22,0,2.83,2.41,5.09,114.69,3,briskly,8,7,5,Adjective,Verb,,3,2,2,allow,w,90.72164948,1,[word_response],2813
16,1,22,10,3.13,4.87,1.21,349.78,2,craggy,1,6,4,Adjective,Noun,5,3,2,1,face,w,90.76923077,1,[word_response],653
16,1,22,,,,,,0,hoax,0,4,5,,,,,,,laeyr,nw,90.81632653,1,[nonword_response],1685
16,1,22,0,4.64,4.8,190.4,189.92,3,building,177,8,4,Noun,Noun,6,3,2,1,food,w,90.86294416,1,[word_response],948
16,1,22,,,,,,0,rustic,0,6,5,,,,,,,thnig,nw,90.90909091,1,[nonword_response],895
16,1,22,,,,,,0,date,0,4,5,,,,,,,awrad,nw,90.95477387,1,[nonword_response],1260
16,1,22,10,4.04,3.18,0.82,64.07,2,slush,1,5,4,Noun,Noun,4,4,1,1,fund,w,91,1,[word_response],875
16,1,22,2745,3.06,3.22,121.31,204.27,1,wide,115,4,5,Adjective,Noun,3,4,1,1,range,w,91.04477612,1,[word_response],940
16,1,22,1769,3.3,3.27,414.54,297.82,1,second,498,6,4,Noun,Determiner,6,3,2,1,half,w,91.08910891,1,[word_response],649
16,1,22,,,,,,0,index,0,5,6,,,,,,,clsoed,nw,91.13300493,1,[nonword_response],1378
16,1,22,10,2.7,2.67,2.43,107.25,2,rustic,1,6,5,Adjective,Noun,6,4,2,1,style,w,91.17647059,1,[word_response],846
16,1,22,0,,1.93,16.47,146.92,3,winds,27,5,6,Verb,Verb,,5,1,2,agreed,w,91.2195122,1,[word_response],2238
16,1,22,573,4.48,3.72,85.88,52.44,1,cash,134,4,4,Noun,Noun,3,3,1,1,flow,w,91.26213592,1,[word_response],696
16,1,22,,,,,,0,many,0,4,4,,,,,,,dnoe,nw,91.30434783,1,[nonword_response],752
16,1,22,,,,,,0,time,0,4,4,,,,,,,amry,nw,91.34615385,1,[nonword_response],1477
16,1,22,,,,,,0,armed,0,5,6,,,,,,,focres,nw,91.38755981,1,[nonword_response],1533
16,1,22,,,,,,0,second,0,6,4,,,,,,,hlaf,nw,91.42857143,1,[nonword_response],691
16,1,22,10,2.37,3.32,896.6,72.9,2,many,975,4,6,Determiner,Adjective,4,5,2,2,active,w,91.46919431,1,[word_response],1339
16,1,22,0,1.64,4.56,52.8,1.41,3,faith,49,5,4,Noun,Noun,,,1,1,rink,w,91.50943396,1,[word_response],841
16,1,22,,,,,,0,gunboat,0,7,7,,,,,,,absnece,nw,91.54929577,1,[nonword_response],1593
16,1,22,,,,,,0,vexes,0,5,8,,,,,,,lanugage,nw,91.12149533,0,[nonword_response],3000
16,1,22,0,3.54,1.68,0.19,198.34,3,oaken,0,5,5,Adjective,Determiner,,3,2,1,whose,w,91.1627907,1,[word_response],1495
16,1,22,,,,,,0,systems,0,7,6,,,,,,,acutal,nw,91.2037037,1,[nonword_response],1501
16,1,22,,,,,,0,really,0,6,4,,,,,,,rian,nw,91.24423963,1,[nonword_response],932
16,1,22,599,2.86,4.79,44.9,232.47,1,inner,65,5,4,Adjective,Noun,3,4,2,2,city,w,91.28440367,1,[word_response],704
16,1,22,,,,,,0,wide,0,4,5,,,,,,,ragne,nw,91.32420091,1,[nonword_response],1480
16,1,22,1872,3.6,2.69,47.98,117.75,1,armed,40,5,6,Adjective,Noun,4,6,1,2,forces,w,91.36363636,1,[word_response],1197
16,1,22,,,,,,0,slush,0,5,8,,,,,,,pratcice,nw,91.40271493,1,[nonword_response],2146
16,1,22,,,,,,0,other,0,5,4,,,,,,,hnad,nw,91.44144144,1,[nonword_response],687
16,1,22,,,,,,0,briskly,0,7,4,,,,,,,albe,nw,91.47982063,1,[nonword_response],1303
16,1,22,,,,,,0,craggy,0,6,5,,,,,,,watse,nw,91.51785714,1,[nonword_response],1734
16,1,22,0,2.72,3.68,1.22,0.77,3,trillion,0,8,5,Noun,Verb,,,2,1,droop,w,91.11111111,0,[word_response],2180
16,1,22,1815,4.14,3.32,151.14,97.9,1,award,50,5,5,Noun,Noun,5,5,2,2,title,w,91.15044248,1,[word_response],976
16,1,22,466,3.43,3.37,46.52,98.77,1,index,52,5,6,Noun,Verb,6,5,2,1,closed,w,91.18942731,1,[word_response],1356
16,1,22,0,2,4.75,0.05,196.14,3,vexes,0,5,6,Verb,Noun,,5,2,1,street,w,91.22807018,1,[word_response],1624
16,1,22,0,2.17,4.22,0.05,0.75,3,rethinks,0,8,5,Verb,Adjective,,,2,2,scaly,w,91.26637555,1,[word_response],2107
16,1,22,3624,3.9,4.14,162.55,151.14,1,date,92,4,5,Noun,Noun,3,5,1,2,award,w,91.30434783,1,[word_response],1783
16,1,22,10,1.96,2.22,882.75,68.51,2,before,517,6,6,Conjunction,Adjective,5,5,2,2,actual,w,91.34199134,1,[word_response],2739
16,1,22,,,,,,0,markup,0,6,4,,,,,,,wrie,nw,91.37931034,1,[nonword_response],920
16,1,22,10,1.8,3.08,276.11,158.91,2,interest,149,8,7,Noun,Noun,7,5,3,2,account,w,91.41630901,1,[word_response],967
16,1,22,4530,2.67,1.73,794.81,245.95,1,make,376,4,4,Verb,Adjective,3,3,1,1,sure,w,91.45299145,1,[word_response],708
16,1,22,,,,,,0,abase,0,5,4,,,,,,,clal,nw,91.4893617,1,[nonword_response],731
16,1,22,,,,,,0,award,0,5,5,,,,,,,tilte,nw,91.52542373,1,[nonword_response],1776
16,1,22,,,,,,0,last,0,4,5,,,,,,,nihgt,nw,91.56118143,1,[nonword_response],1100
16,1,22,535,4.08,2.41,72.32,53.15,1,bloody,75,6,4,Adjective,Noun,5,3,2,1,hell,w,91.59663866,1,[word_response],898
16,1,22,0,4.36,2.53,0.07,489.23,3,gunboat,0,7,5,Noun,Verb,,4,2,1,found,w,91.63179916,1,[word_response],945
16,1,22,10,1.71,3.03,462.28,98.07,2,always,567,6,6,Adverb,Verb,5,6,2,2,accept,w,91.66666667,1,[word_response],1294
16,1,22,,,,,,0,puck,0,4,5,,,,,,,tiems,nw,91.70124481,1,[nonword_response],1579
16,1,22,12,2.67,4,1.59,194.84,2,hoax,2,4,4,Noun,Verb,4,3,1,1,call,w,91.73553719,1,[word_response],703
16,1,22,,,,,,0,trillion,0,8,7,,,,,,,accuont,nw,91.76954733,1,[nonword_response],1604
16,1,22,8465,3.04,4.52,721.82,365.29,1,last,473,4,5,Number,Noun,4,3,1,1,night,w,91.80327869,1,[word_response],952
16,1,22,10,1.44,2.38,480.9,304.1,2,really,505,6,4,Adverb,Adjective,4,4,2,2,able,w,91.83673469,1,[word_response],964
16,1,22,0,4.64,,2.13,0.89,3,slug,3,4,4,Noun,Verb,,,1,1,gags,w,91.8699187,1,[word_response],1778
16,1,22,0,,3.3,0.06,493.85,3,abase,0,5,6,Verb,Noun,,5,2,2,number,w,91.90283401,1,[word_response],926
16,1,22,11,4.5,2.39,0.6,92.1,2,puck,1,4,4,Noun,Adjective,3,3,1,1,fair,w,91.93548387,1,[word_response],828
16,1,22,10,3.93,3.33,432.84,257.48,2,case,237,4,5,Noun,Preposition,3,4,1,2,above,w,91.96787149,1,[word_response],972
16,1,22,,,,,,0,oaken,0,5,4,,,,,,,fiar,nw,92,1,[nonword_response],1895
16,1,22,,,,,,0,make,0,4,4,,,,,,,srue,nw,92.03187251,1,[nonword_response],863
16,1,22,,,,,,0,interest,0,8,4,,,,,,,aicd,nw,92.06349206,1,[nonword_response],1296
16,1,22,10,3.07,3.07,1549.81,252.03,2,time,569,4,6,Noun,Preposition,3,5,1,2,across,w,92.09486166,1,[word_response],1279
16,1,22,,,,,,0,stippled ,0,9,4,,,,,,,fcae,nw,92.12598425,1,[nonword_response],830
16,1,22,512,3.15,4.3,76.29,93.39,1,daily,74,5,4,Adjective,Noun,4,4,2,1,post,w,92.15686275,1,[word_response],704
16,1,22,0,3.64,2.35,32.48,187.78,3,cycle,44,5,8,Verb,Noun,,7,2,2,language,w,92.1875,1,[word_response],1524
16,1,22,,,,,,0,winds,0,5,6,,,,,,,acitve,nw,92.21789883,1,[nonword_response],1722
16,1,22,,,,,,0,before,0,6,6,,,,,,,grwoth,nw,92.24806202,1,[nonword_response],838
16,1,22,0,,3.08,0.14,199.81,3,stippled ,0,9,5,Verb,Noun,,4,2,1,trade,w,92.27799228,1,[word_response],838
16,1,22,,,,,,0,enforced,0,8,4,,,,,,,fvie,nw,92.30769231,1,[nonword_response],775
16,1,22,,,,,,0,always,0,6,6,,,,,,,steret,nw,92.33716475,1,[nonword_response],989
16,1,22,,,,,,0,cash,0,4,4,,,,,,,folw,nw,92.36641221,1,[nonword_response],1781
16,1,22,,,,,,0,local,0,5,8,,,,,,,chidlren,nw,92.39543726,1,[nonword_response],1729
16,1,22,,,,,,0,cycle,0,5,4,,,,,,,fnud,nw,92.42424242,1,[nonword_response],926
16,1,22,,,,,,0,inner,0,5,4,,,,,,,ctiy,nw,92.45283019,1,[nonword_response],940
16,1,22,,,,,,0,faith,0,5,6,,,,,,,acorss,nw,92.10526316,0,[nonword_response],3001
16,1,22,10,2.7,2.35,0.22,187.78,2,markup,1,6,8,Noun,Noun,6,7,2,2,language,w,92.13483146,1,[word_response],2084
16,1,22,,,,,,0,credit,0,6,4,,,,,,,crad,nw,92.1641791,1,[nonword_response],838
16,1,22,,,,,,0,geese,0,5,5,,,,,,,stlye,nw,92.19330855,1,[nonword_response],1335
16,1,22,0,,1.76,3.98,4,3,geese,4,5,4,Noun,Noun,,,1,1,wits,w,92.22222222,1,[word_response],949
16,1,22,,,,,,0,building,0,8,5,,,,,,,abvoe,nw,92.25092251,1,[nonword_response],1011
16,1,22,0,2.94,3.61,172.76,186.52,3,systems,154,7,5,Noun,Adjective,,,2,1,short,w,92.27941176,1,[word_response],845
16,1,22,10,3.04,2.71,463.63,109.4,2,local,568,5,6,Adjective,Noun,5,5,2,2,access,w,92.30769231,1,[word_response],1406
16,1,22,,,,,,0,daily,0,5,4,,,,,,,psot,nw,92.33576642,1,[nonword_response],727
16,1,22,551,4.44,4.07,81.97,124.94,1,shot,74,4,4,Noun,Adjective,3,3,1,1,dead,w,92.36363636,1,[word_response],670
16,1,22,,,,,,0,shot,0,4,4,,,,,,,daed,nw,92.39130435,1,[nonword_response],709
16,1,22,13,3.83,3.89,1.94,59.83,2,coiled,1,6,6,Verb,Noun,4,5,1,2,spring,w,92.41877256,1,[word_response],1320
16,1,22,,,,,,0,canned,0,6,4,,,,,,,aggs,nw,92.44604317,1,[nonword_response],1143
16,1,22,,,,,,0,ski,0,3,8,,,,,,,aicrraft,nw,92.47311828,1,[nonword_response],1914
16,1,22,,,,,,0,tides,0,5,5,,,,,,,muave,nw,92.5,1,[nonword_response],672
16,1,22,0,2.82,4.53,0.12,133.35,3,snuffles,0,8,5,Verb,Noun,,,2,2,model,w,92.52669039,1,[word_response],1320
16,1,22,305,3.81,4.75,22.47,196.14,1,fleet,25,5,6,Noun,Noun,4,5,1,1,street,w,92.55319149,1,[word_response],1445
16,1,22,,,,,,0,barbed,0,6,5,,,,,,,folor,nw,92.5795053,1,[nonword_response],1710
16,1,22,,,,,,0,way,0,3,5,,,,,,,agere,nw,92.6056338,1,[nonword_response],989
16,1,22,0,3.04,4.91,0.85,9.91,3,recede,0,6,5,Verb,Noun,,,2,1,socks,w,92.63157895,1,[word_response],984
16,1,22,,,,,,0,rugby,0,5,5,,,,,,,stgae,nw,92.65734266,1,[nonword_response],1301
16,1,22,,,,,,0,drubs,0,5,5,,,,,,,nugde,nw,92.68292683,1,[nonword_response],1764
16,1,22,2083,3.34,4.89,2609.19,466.08,1,their,3442,5,8,Pronoun,Noun,3,7,1,2,children,w,92.70833333,1,[word_response],1617
16,1,22,13,3.74,4.8,1.9,115.56,2,pelvic,4,6,5,Adjective,Noun,6,4,2,1,floor,w,92.73356401,1,[word_response],898
16,1,22,,,,,,0,berate,0,6,8,,,,,,,ivnolved,nw,92.75862069,1,[nonword_response],1713
16,1,22,255,3.13,3.24,12.2,67.62,1,toxic,20,5,5,Adjective,Verb,6,4,2,1,waste,w,92.78350515,1,[word_response],1133
16,1,22,,,,,,0,give,0,4,8,,,,,,,langugae,nw,92.80821918,1,[nonword_response],1940
16,1,22,311,2.5,2.07,158.58,299.1,1,recent,203,6,5,Adjective,Noun,6,4,2,1,times,w,92.83276451,1,[word_response],650
16,1,22,,,,,,0,want,0,4,5,,,,,,,scayl,nw,92.85714286,1,[nonword_response],1266
16,1,22,10,2.19,3.89,57.65,70.36,2,secret,69,6,7,Noun,Noun,6,5,2,2,address,w,92.88135593,1,[word_response],1219
16,1,22,13,3.93,4.41,2.2,62.51,2,glide,1,5,4,Verb,Noun,4,3,1,1,path,w,92.90540541,1,[word_response],805
16,1,22,0,4.63,4.4,8.91,62.03,3,ski,17,3,8,Verb,Noun,,7,1,2,aircraft,w,92.92929293,1,[word_response],1432
16,1,22,0,3.28,4.14,0.11,1.03,3,lifer ,0,6,4,Noun,Verb,,,2,1,hugs,w,92.95302013,1,[word_response],641
16,1,22,10,1.93,2.73,575.47,104.37,2,want,139,4,6,Verb,Noun,4,5,1,2,advice,w,92.97658863,1,[word_response],986
16,1,22,,,,,,0,fleet,0,5,6,,,,,,,adivce,nw,93,1,[nonword_response],1590
16,1,22,,,,,,0,chilli,0,6,4,,,,,,,acll,nw,93.02325581,1,[nonword_response],698
16,1,22,0,2.5,2.03,0.18,199.64,3,berate,0,6,8,Verb,Verb,,7,2,2,involved,w,93.04635762,1,[word_response],1506
16,1,22,,,,,,0,year,0,4,7,,,,,,,hunderd,nw,93.06930693,1,[nonword_response],2184
16,1,22,,,,,,0,coiled,0,6,5,,,,,,,shrot,nw,93.09210526,1,[nonword_response],1026
16,1,22,,,,,,0,eighth,0,6,6,,,,,,,atcion,nw,93.1147541,1,[nonword_response],1693
16,1,22,17,3.27,4.64,1.46,165.65,2,larval,3,6,5,Adjective,Noun,6,4,2,1,stage,w,93.1372549,1,[word_response],1004
16,1,22,428,4.33,3.38,34.45,176.07,1,rugby,39,5,5,Noun,Noun,5,6,2,2,union,w,93.15960912,1,[word_response],1559
16,1,22,0,3,2.04,141.09,195.48,3,meet,112,4,4,Verb,Verb,,3,1,1,gone,w,93.18181818,1,[word_response],716
16,1,22,,,,,,0,lifer ,0,6,4,,,,,,,hgus,nw,93.2038835,1,[nonword_response],690
16,1,22,461,1.64,2.52,807.95,171.14,1,good,850,4,8,Adjective,Noun,3,7,1,2,practice,w,93.22580645,1,[word_response],1497
16,1,22,11,2.83,2.57,451.17,50.4,2,give,248,4,7,Verb,Noun,3,6,1,2,advance,w,93.24758842,1,[word_response],1679
16,1,22,452,3.5,3.52,12.85,25.43,1,ozone,14,5,5,Noun,Noun,4,3,2,2,layer,w,93.26923077,1,[word_response],1039
16,1,22,,,,,,0,funny,0,5,5,,,,,,,adlut,nw,93.29073482,1,[nonword_response],1608
16,1,22,,,,,,0,fart,0,4,6,,,,,,,ocurse,nw,93.31210191,1,[nonword_response],1451
16,1,22,,,,,,0,reaches,0,7,6,,,,,,,timesr,nw,93.33333333,1,[nonword_response],1380
16,1,22,10,4.82,2.29,1241.58,67.68,2,people,679,6,7,Noun,Verb,5,4,2,2,achieve,w,93.35443038,1,[word_response],1567
16,1,22,,,,,,0,hostile,0,7,4,,,,,,,rnik,nw,93.37539432,1,[nonword_response],980
16,1,22,,,,,,0,recede,0,6,5,,,,,,,scoks,nw,93.39622642,1,[nonword_response],848
16,1,22,,,,,,0,acid,0,4,5,,,,,,,adedd,nw,93.4169279,1,[nonword_response],672
16,1,22,,,,,,0,snuffles,0,8,5,,,,,,,moedl,nw,93.4375,1,[nonword_response],1015
16,1,22,0,3.7,4.69,15.35,0.51,3,reaches,16,7,6,Verb,Noun,,,2,2,timers,w,93.45794393,1,[word_response],960
16,1,22,,,,,,0,less,0,4,5,,,,,,,fuond,nw,93.47826087,1,[nonword_response],765
16,1,22,,,,,,0,their,0,5,4,,,,,,,fodo,nw,93.49845201,1,[nonword_response],721
16,1,22,243,3.07,2.89,36.05,129.82,1,rapid,53,5,6,Adjective,Noun,5,4,2,1,growth,w,93.51851852,1,[word_response],951
16,1,22,,,,,,0,large,0,5,4,,,,,,,wtis,nw,93.53846154,1,[nonword_response],739
16,1,22,,,,,,0,have,0,4,5,,,,,,,sihgt,nw,93.55828221,1,[nonword_response],1270
16,1,22,10,3.37,4.4,337.71,50.78,2,large,468,5,5,Adjective,Noun,4,5,1,2,adult,w,93.57798165,1,[word_response],919
16,1,22,14,3.68,4.8,2.15,189.92,2,canned,3,6,4,Adjective,Noun,4,3,1,1,food,w,93.59756098,1,[word_response],629
16,1,22,437,4.25,4.97,49.68,65.17,1,acid,70,4,4,Noun,Noun,4,3,2,1,rain,w,93.61702128,1,[word_response],991
16,1,22,,,,,,0,pelvic,0,6,6,,,,,,,strete,nw,93.63636364,1,[nonword_response],955
16,1,22,12,3,3.21,0.78,67.12,2,darn,1,4,5,Adjective,Noun,4,3,1,1,sight,w,93.65558912,1,[word_response],886
16,1,22,,,,,,0,darn,0,4,6,,,,,,,agered,nw,93.6746988,1,[nonword_response],1044
16,1,22,,,,,,0,glide,0,5,5,,,,,,,dorop,nw,93.69369369,1,[nonword_response],685
16,1,22,381,3.48,3.87,85.82,407.39,1,fifty,78,5,4,Number,Number,5,3,2,1,five,w,93.71257485,1,[word_response],756
16,1,22,,,,,,0,good,0,4,7,,,,,,,adavnce,nw,93.73134328,1,[nonword_response],1113
16,1,22,234,4.46,4.25,11.83,49.68,1,bile,17,4,4,Noun,Noun,3,4,1,2,acid,w,93.75,1,[word_response],864
16,1,22,,,,,,0,oval,0,4,7,,,,,,,hispter,nw,93.76854599,1,[nonword_response],1249
16,1,22,,,,,,0,rapid,0,5,6,,,,,,,sprnig,nw,93.78698225,1,[nonword_response],1537
16,1,22,0,4.04,2.5,6.46,190.6,3,oval,9,4,7,Adjective,Noun,,3,2,1,hipster,w,93.80530973,1,[word_response],2117
16,1,22,10,2.36,2.74,123.84,153.75,2,quickly,129,7,5,Adverb,Verb,6,4,2,2,added,w,93.82352941,1,[word_response],788
16,1,22,,,,,,0,recent,0,6,7,,,,,,,adrdess,nw,93.84164223,1,[nonword_response],984
16,1,22,,,,,,0,people,0,6,6,,,,,,,numebr,nw,93.85964912,1,[nonword_response],851
16,1,22,0,,4,1.93,194.84,3,chilli,5,6,4,Noun,Verb,,3,2,1,call,w,93.87755102,1,[word_response],660
16,1,22,14,4.47,3.93,0.67,137.01,2,chow,1,4,4,Noun,Noun,2,4,1,1,test,w,93.89534884,1,[word_response],700
16,1,22,0,2.34,2.31,962.8,81.81,3,way,263,3,5,Adverb,Verb,,4,1,2,agree,w,93.91304348,1,[word_response],2849
16,1,22,207,3.81,4.72,2.9,22.69,1,barbed,1,6,4,Adjective,Noun,5,3,1,1,wire,w,93.93063584,1,[word_response],897
16,1,22,,,,,,0,secret,0,6,5,,,,,,,whsoe,nw,93.9481268,1,[nonword_response],926
16,1,22,,,,,,0,toxic,0,5,4,,,,,,,tset,nw,93.67816092,0,[nonword_response],845
16,1,22,,,,,,0,meet,0,4,4,,,,,,,ogne,nw,93.69627507,1,[nonword_response],1246
16,1,22,10,2.62,2.86,16.48,220.99,2,hostile,19,7,6,Adjective,Noun,6,5,2,2,action,w,93.71428571,1,[word_response],1789
16,1,22,4525,2.18,2,4736.93,354.73,1,have,1900,4,4,Verb,Verb,3,3,1,1,done,w,93.73219373,1,[word_response],647
16,1,22,0,,4.47,0.01,1.53,3,drubs,0,5,5,Verb,Verb,,,1,1,nudge,w,93.75,1,[word_response],1103
16,1,22,0,,3.03,0.14,4.94,3,gimlet,0,6,6,Noun,Verb,,,2,2,coding,w,93.76770538,1,[word_response],1334
16,1,22,,,,,,0,quickly,0,7,5,,,,,,,allwo,nw,93.78531073,1,[nonword_response],980
16,1,22,,,,,,0,ozone,0,5,7,,,,,,,acheive,nw,93.52112676,0,[nonword_response],3000
16,1,22,0,4.18,3.82,1.04,196.94,3,fart,0,4,6,Verb,Adverb,,4,1,1,course,w,93.53932584,1,[word_response],1164
16,1,22,0,4.1,4,3.95,2.22,3,tides,4,5,5,Noun,Adjective,,,1,1,mauve,w,93.55742297,1,[word_response],1567
16,1,22,10,2.77,2.7,356.72,59.67,2,less,479,4,6,Adverb,Adjective,3,5,1,2,afraid,w,93.57541899,1,[word_response],1234
16,1,22,,,,,,0,larval,0,6,4,,,,,,,ofod,nw,93.59331476,1,[nonword_response],611
16,1,22,0,3.25,3.2,737.78,191.09,3,year,343,4,7,Noun,Noun,,6,1,2,hundred,w,93.61111111,1,[word_response],1133
16,1,22,,,,,,0,fifty,0,5,6,,,,,,,afarid,nw,93.62880886,1,[nonword_response],1587
16,1,22,,,,,,0,chow,0,4,5,,,,,,,trdae,nw,93.64640884,1,[nonword_response],1156
16,1,22,198,2.5,3.17,44.9,352.11,1,funny,62,5,5,Adjective,Noun,4,3,2,1,thing,w,93.66391185,1,[word_response],1049
16,1,22,,,,,,0,gimlet,0,6,6,,,,,,,coidng,nw,93.68131868,1,[nonword_response],867
16,1,22,,,,,,0,bile,0,4,4,,,,,,,ptah,nw,93.69863014,1,[nonword_response],851
16,1,22,187,3.62,4.7,12.78,114.41,1,eighth,21,6,4,Number,Noun,2,4,1,2,army,w,93.71584699,1,[word_response],853
17,1,33,,,,,,0,larval,0,6,4,,,,,,,ofod,nw,71.42857143,1,[nonword_response],1368
17,1,33,,,,,,0,rapid,0,5,6,,,,,,,sprnig,nw,75,1,[nonword_response],1065
17,1,33,10,2.62,2.86,16.48,220.99,2,hostile,19,7,6,Adjective,Noun,6,5,2,2,action,w,77.77777778,1,[word_response],519
17,1,33,,,,,,0,snuffles,0,8,5,,,,,,,moedl,nw,80,1,[nonword_response],936
17,1,33,0,2.5,2.03,0.18,199.64,3,berate,0,6,8,Verb,Verb,,7,2,2,involved,w,81.81818182,1,[word_response],506
17,1,33,,,,,,0,year,0,4,7,,,,,,,hunderd,nw,83.33333333,1,[nonword_response],959
17,1,33,,,,,,0,ozone,0,5,7,,,,,,,acheive,nw,84.61538462,1,[nonword_response],1001
17,1,33,17,3.27,4.64,1.46,165.65,2,larval,3,6,5,Adjective,Noun,6,4,2,1,stage,w,85.71428571,1,[word_response],671
17,1,33,,,,,,0,less,0,4,5,,,,,,,fuond,nw,86.66666667,1,[nonword_response],748
17,1,33,0,3.04,4.91,0.85,9.91,3,recede,0,6,5,Verb,Noun,,,2,1,socks,w,87.5,1,[word_response],824
17,1,33,,,,,,0,fleet,0,5,6,,,,,,,adivce,nw,88.23529412,1,[nonword_response],1062
17,1,33,,,,,,0,reaches,0,7,6,,,,,,,timesr,nw,88.88888889,1,[nonword_response],1021
17,1,33,0,2.34,2.31,962.8,81.81,3,way,263,3,5,Adverb,Verb,,4,1,2,agree,w,84.21052632,0,[word_response],3000
17,1,33,,,,,,0,fifty,0,5,6,,,,,,,afarid,nw,85,1,[nonword_response],1458
17,1,33,,,,,,0,canned,0,6,4,,,,,,,aggs,nw,85.71428571,1,[nonword_response],902
17,1,33,,,,,,0,good,0,4,7,,,,,,,adavnce,nw,86.36363636,1,[nonword_response],675
17,1,33,,,,,,0,want,0,4,5,,,,,,,scayl,nw,86.95652174,1,[nonword_response],792
17,1,33,,,,,,0,glide,0,5,5,,,,,,,dorop,nw,87.5,1,[nonword_response],744
17,1,33,13,3.74,4.8,1.9,115.56,2,pelvic,4,6,5,Adjective,Noun,6,4,2,1,floor,w,88,1,[word_response],532
17,1,33,,,,,,0,their,0,5,4,,,,,,,fodo,nw,88.46153846,1,[nonword_response],704
17,1,33,0,3.28,4.14,0.11,1.03,3,lifer ,0,6,4,Noun,Verb,,,2,1,hugs,w,88.88888889,1,[word_response],1124
17,1,33,198,2.5,3.17,44.9,352.11,1,funny,62,5,5,Adjective,Noun,4,3,2,1,thing,w,89.28571429,1,[word_response],678
17,1,33,,,,,,0,secret,0,6,5,,,,,,,whsoe,nw,89.65517241,1,[nonword_response],661
17,1,33,,,,,,0,recede,0,6,5,,,,,,,scoks,nw,90,1,[nonword_response],580
17,1,33,,,,,,0,funny,0,5,5,,,,,,,adlut,nw,90.32258065,1,[nonword_response],630
17,1,33,0,,4.47,0.01,1.53,3,drubs,0,5,5,Verb,Verb,,,1,1,nudge,w,90.625,1,[word_response],605
17,1,33,381,3.48,3.87,85.82,407.39,1,fifty,78,5,4,Number,Number,5,3,2,1,five,w,90.90909091,1,[word_response],606
17,1,33,,,,,,0,ski,0,3,8,,,,,,,aicrraft,nw,91.17647059,1,[nonword_response],734
17,1,33,14,4.47,3.93,0.67,137.01,2,chow,1,4,4,Noun,Noun,2,4,1,1,test,w,91.42857143,1,[word_response],546
17,1,33,12,3,3.21,0.78,67.12,2,darn,1,4,5,Adjective,Noun,4,3,1,1,sight,w,91.66666667,1,[word_response],556
17,1,33,,,,,,0,hostile,0,7,4,,,,,,,rnik,nw,91.89189189,1,[nonword_response],743
17,1,33,11,2.83,2.57,451.17,50.4,2,give,248,4,7,Verb,Noun,3,6,1,2,advance,w,92.10526316,1,[word_response],722
17,1,33,0,4.63,4.4,8.91,62.03,3,ski,17,3,8,Verb,Noun,,7,1,2,aircraft,w,92.30769231,1,[word_response],726
17,1,33,,,,,,0,recent,0,6,7,,,,,,,adrdess,nw,92.5,1,[nonword_response],705
17,1,33,13,3.83,3.89,1.94,59.83,2,coiled,1,6,6,Verb,Noun,4,5,1,2,spring,w,92.68292683,1,[word_response],686
17,1,33,10,3.37,4.4,337.71,50.78,2,large,468,5,5,Adjective,Noun,4,5,1,2,adult,w,92.85714286,1,[word_response],716
17,1,33,428,4.33,3.38,34.45,176.07,1,rugby,39,5,5,Noun,Noun,5,6,2,2,union,w,93.02325581,1,[word_response],703
17,1,33,,,,,,0,large,0,5,4,,,,,,,wtis,nw,93.18181818,1,[nonword_response],539
17,1,33,10,2.77,2.7,356.72,59.67,2,less,479,4,6,Adverb,Adjective,3,5,1,2,afraid,w,93.33333333,1,[word_response],1009
17,1,33,461,1.64,2.52,807.95,171.14,1,good,850,4,8,Adjective,Noun,3,7,1,2,practice,w,93.47826087,1,[word_response],809
17,1,33,0,,3.03,0.14,4.94,3,gimlet,0,6,6,Noun,Verb,,,2,2,coding,w,93.61702128,1,[word_response],681
17,1,33,13,3.93,4.41,2.2,62.51,2,glide,1,5,4,Verb,Noun,4,3,1,1,path,w,93.75,1,[word_response],751
17,1,33,305,3.81,4.75,22.47,196.14,1,fleet,25,5,6,Noun,Noun,4,5,1,1,street,w,93.87755102,1,[word_response],1114
